make_id,make_name,model_id,model_name
440,ASTON MARTIN,1684,V8 Vantage
440,ASTON MARTIN,1686,DBS
440,ASTON MARTIN,1687,DB9
440,ASTON MARTIN,1688,Rapide
440,ASTON MARTIN,1695,V12 Vantage
440,ASTON MARTIN,1697,Virage
440,ASTON MARTIN,1701,Vanquish
440,ASTON MARTIN,13751,DB11
440,ASTON MARTIN,14157,Lagonda
440,ASTON MARTIN,14162,Vantage
440,ASTON MARTIN,14164,V8
440,ASTON MARTIN,19609,Vanquish S
440,ASTON MARTIN,19610,Vanquish Zagato
440,ASTON MARTIN,27591,DBX
